0,-2,4,-2,25.400000000000002
1,-4,4,-4,25.400000000000002
2,-6,4,-6,25.400000000000002
3,-8,4,-8,25.400000000000002
4,-10,4,-10,25.400000000000002
5,-12,4,-12,25.400000000000002
6,-14,4,-14,25.400000000000002
7,-16,4,-16,25.400000000000002
8,-18,4,-18,25.400000000000002
9,-20,4,-20,25.400000000000002
10,-22,4,-22,25.400000000000002
11,-24,4,-24,25.400000000000002
12,-26,4,-26,25.400000000000002
13,-28,4,-28,25.400000000000002
14,-30,4,-30,25.400000000000002
15,-32,4,-32,25.400000000000002
16,-34,4,-34,25.400000000000002
17,-36,4,-36,25.400000000000002
18,-38,4,-38,25.400000000000002
19,-40,4,-40,25.400000000000002
20,-42,4,-42,25.400000000000002
21,-44,4,-44,25.400000000000002
22,-46,4,-46,25.400000000000002
23,-48,4,-48,25.400000000000002
24,-50,4,-50,25.400000000000002
25,-52,4,-52,25.400000000000002
26,-54,4,-54,25.400000000000002
27,-56,4,-56,25.400000000000002
28,-58,4,-58,25.400000000000002
29,-60,4,-60,25.400000000000002
30,-62,4,-62,25.400000000000002
31,-64,4,-64,25.400000000000002
32,-66,4,-66,25.400000000000002
33,-68,4,-68,25.400000000000002
34,-70,4,-70,25.400000000000002
35,-72,4,-72,25.400000000000002
36,-74,4,-74,25.400000000000002
37,-76,4,-76,25.400000000000002
38,-78,4,-78,25.400000000000002
39,-80,4,-80,25.400000000000002
40,-82,4,-82,25.400000000000002
41,-84,4,-84,25.400000000000002
42,-86,4,-86,25.400000000000002
43,-88,4,-88,25.400000000000002
44,-90,4,-90,25.400000000000002
45,-92,4,-92,25.400000000000002
46,-94,4,-94,25.400000000000002
47,-96,4,-96,25.400000000000002
48,-98,4,-98,25.400000000000002
49,-100,4,-100,25.400000000000002
50,-102,4,-102,25.400000000000002
51,-104,4,-104,25.400000000000002
52,-106,4,-106,25.400000000000002
53,-108,4,-108,25.400000000000002
54,-110,4,-110,25.400000000000002
55,-112,4,-112,25.400000000000002
56,-114,4,-114,25.400000000000002
57,-116,4,-116,25.400000000000002
58,-118,4,-118,25.400000000000002
59,-120,4,-120,25.400000000000002
60,-122,4,-122,25.400000000000002
61,-124,4,-124,25.400000000000002
62,-126,4,-126,25.400000000000002
63,-128,4,-128,25.400000000000002
64,-130,4,-130,25.400000000000002
65,-132,4,-132,25.400000000000002
66,-134,4,-134,25.400000000000002
67,-136,4,-136,25.400000000000002
68,-138,4,-138,25.400000000000002
69,-140,4,-140,25.400000000000002
70,-142,4,-142,25.400000000000002
71,-144,4,-144,25.400000000000002
72,-146,4,-146,25.400000000000002
73,-148,4,-148,25.400000000000002
74,-150,4,-150,25.400000000000002
75,-152,4,-152,25.400000000000002
76,-154,4,-154,25.400000000000002
77,-156,4,-156,25.400000000000002
78,-158,4,-158,25.400000000000002
79,-160,4,-160,25.400000000000002
80,-162,4,-162,25.400000000000002
81,-164,4,-164,25.400000000000002
82,-166,4,-166,25.400000000000002
83,-168,4,-168,25.400000000000002
84,-170,4,-170,25.400000000000002
85,-172,4,-172,25.400000000000002
86,-174,4,-174,25.400000000000002
87,-176,4,-176,25.400000000000002
88,-178,4,-178,25.400000000000002
89,-180,4,-180,25.400000000000002
90,-182,4,-182,25.400000000000002
91,-184,4,-184,25.400000000000002
